community_size,community_size_log,semantic_change,ideology_semantic_change,male_ratio,friends_count_mean,friends_count_mean_log,friends_count_median,friends_count_median_log,follower_count_mean,follower_count_mean_log,follower_count_median,follower_count_median_log,tweet_count_mean,tweet_count_mean_log,tweet_count_median,tweet_count_median_log,tweet_count_rank,gender,age,is_org,betweenness,closeness,cluster_id,category,cluster_group,cluster_name,topic_words,top_follows
457,6.12,0.1312,0.0999,0.60,296.36,5.69,169,5.13,115.44,4.75,30,3.40,714.10,6.57,43,3.76,19,0.41,1.83,0.27,0.78,0.28,82,atlanta,Real Estate,profession,"estat,profession,come,ga,adoro,ofcomput,showcas,artist,blerd,voluntari,cls,real,atlanta,firm,agent","ajc,Twitter,TheEllenShow,jimmyfallon,BarackObama,TwitterLive,ActuallyNPH,LIFE,wsbtv,BBCBreaking,stephenfry,TheEconomist,katyperry,BillGates,TwitterSports,rihanna,rickygervais,TEDTalks,jtimberlake,Reuters,CNN,hm,CHANEL,nytimes,ladygaga"
275,5.62,0.1303,0.0780,0.60,426.00,6.05,249,5.52,287.02,5.66,72,4.28,3522.94,8.17,494,6.20,56,0.34,1.50,0.07,0.84,0.29,83,entertainment,arts,Marvel,"comic,actor,marvel,movi,nerd,writer,opespillgam,cosplay,pop,tien,watch,becom,i'm,superhero,awkward","RobertDowneyJr,ChrisEvans,chrishemsworth,Avengers,Marvel,prattprattpratt,VancityReynolds,MarkRuffalo,JeremyRenner,BarackObama,CaptainAmerica,MarvelStudios,TomHolland1996,RealHughJackman,thorofficial,Iron_Man,Guardians,chadwickboseman,twhiddleston,SamuelLJackson,TheRealStanLee,theblackpanther,DrStrange,AntMan,ajc"
352,5.86,0.1142,0.0664,0.29,495.91,6.21,322,5.77,1490.40,7.31,107.5,4.68,5764.86,8.66,629.5,6.44,69,0.63,2.02,0.29,0.92,0.30,84,society,social justice,Black female entrepreneurs,"black,brand,entrepreneur,author,busi,women,color,event,speaker,founder,cultur,line,chang,experi,bath","blackenterprise,blackvoices,EBONYMag,Essence,TheRoot,BarackObama,ajc,Oprah,CNN,BET,tylerperry,rolandsmartin,GetJETmag,tvonetv,cnnbrk,soledadobrien,wsbtv,nytimes,ava,tarajiphenson,MichelleObama,CityofAtlanta,IAmSteveHarvey,BLACKGIRLSROCK,KevinHart4real"
202,5.31,0.1359,0.0926,0.72,478.33,6.17,325.5,5.79,405.45,6.00,178,5.18,10757.78,9.28,2757,7.92,130,0.28,1.62,0.04,0.85,0.29,85,sports,Miscellaneous,New England ,"boston,patriot,celtic,england,sox,fan,@patriot,red,sport,bruin,pat,@thugnation47,connorsirk,alum,ri","Patriots,TomBrady,RobGronkowski,Edelman11,RedSox,BarackObama,celtics,NFL,SportsCenter,espn,ajc,AdamSchefter,GAFollowers,realDonaldTrump,NHLBruins,stephenasmith,davidortiz,barstoolsports,wojespn,BillSimmons,KingJames,jimmyfallon,BleacherReport,SHAQ,Drake"
743,6.61,0.0946,0.0451,0.48,878.49,6.78,478,6.17,1000.30,6.91,293,5.68,3696.92,8.22,856,6.75,83,0.48,2.23,0.33,0.95,0.32,86,society,business,market,"market,digit,media,agenc,social,brand,advertis,strategi,#market,content,help,manag,busi,creativ,communic","ajc,mashable,adage,Adweek,FastCompany,TechCrunch,hootsuite,HubSpot,MarketingProfs,socialmedia2day,Forbes,nytimes,WIRED,AtlantaMagazine,WSJ,BarackObama,AMAAtlanta,Inc,cl_atlanta,HarvardBiz,Google,cnnbrk,CNN,SMExaminer,AtlBizChron"
323,5.78,0.1168,0.0702,0.37,529.40,6.27,329,5.80,854.18,6.75,132,4.88,5346.57,8.58,1164,7.06,97,0.62,2.00,0.07,0.87,0.29,87,society,politics,Opinion,"appel,learner,salt,travel,i'm,#theresist,lawyer,design,tri,semicolon,dptraynor,opinion,photograph,dracula,mom","RogueNASA,NotAltWorld,BarackObama,altUSEPA,RoguePOTUSStaff,HillaryClinton,AltPublicLands,MichelleObama,POTUS44,ajc,SenWarren,altusda,AOC,StephenAtHome,JoeBiden,Alt_CDC,nytimes,ACLU,SenSanders,neiltyson,Healthy_Policy,AltHHS,KamalaHarris,ewarren,BernieSanders"
216,5.38,0.1127,0.0766,0.46,563.41,6.33,271,5.60,400.23,5.99,149,5.00,1659.94,7.41,334,5.81,35,0.48,2.46,0.36,0.95,0.32,88,atlanta,Real Estate,Far NW Region ExUrbs,"atlanta,estat,clean,famili,perimet,experi,develop,vcap,home,provid,sell,firm,wife,diseas,gyro","ajc,DunwoodyGA,DunwoodyPolice,wsbtv,SandySpringsGA,DunwoodyCrier,11AliveNews,AtlantaMagazine,CityofAtlanta,FOX5Atlanta,ATL_Events,cl_atlanta,DunwoodyChamber,DiscoverAtlanta,DunwoodyPatch,GeorgiaAtoZ,NorthMetroNews,Reporter_News,ATLINtownPaper,cnnbrk,DunwoodyHOA,AtlantaBeltLine,DeKalbNewsNow,VisitDunwoody,cbs46"
318,5.76,0.1186,0.0697,0.47,712.67,6.57,454.5,6.12,548.90,6.31,150,5.01,1978.78,7.59,415.5,6.03,46,0.44,2.42,0.36,0.93,0.32,89,atlanta,Real Estate,Super-Far NW Region ExUrbs,"north,compani,servic,realtor,market,atlanta,metro,communityprofil,counti,provid,area,home,qualiti,event,clean","ajc,alpharettagov,AlpharettaPatch,AlpharettaCVB,NFultonNeighbor,CityofRoswellGA,RoswellPatch,wsbtv,AtlantaMagazine,AvalonInsider,CityofAtlanta,ATL_Events,cl_atlanta,DiscoverAtlanta,GrowAlpharetta,11AliveNews,FOX5Atlanta,cityofmiltonga,Alpharetta_CoC,AtlBizChron,gnfcc,northfulton,JohnsCreekPatch,cnnbrk,FultonCoSchools"
531,6.27,0.1520,0.1009,0.62,230.24,5.44,90,4.50,115.16,4.75,11,2.40,2990.35,8.00,19,2.94,16,0.41,1.49,0.17,0.85,0.28,90,entertainment,TV,Misc Entertainment and Local Culture,"entertain,celebr,rap,i'm,hip-hop,hair,life,pew,music,rapper,paint,tv,god,real,hottest","tarajiphenson,ajc,fatbellybella,wsbtv,Tip,ryancameron,cl_atlanta,AtlantaFalcons,1future,KasimReed,GAFollowers,BarackObama,TheEllenShow,rihanna,FOX5Atlanta,Drake,jimmyfallon,KevinHart4real,RickeySmiley,Kandi,LilTunechi,ATL_Events,SportsCenter,chrisbrown,TreySongz"
887,6.79,0.0977,0.0486,0.56,587.48,6.38,356,5.87,1452.63,7.28,217,5.38,2652.35,7.88,485,6.18,52,0.34,2.39,0.41,0.98,0.32,91,atlanta,Traffic,urban,"communiti,citi,sustain,atlanta,urban,transit,transport,energi,solar,environment,develop,polici,organ,advoc,public","CityofAtlanta,AtlantaBeltLine,ajc,atlcouncil,cl_atlanta,AtlantaMagazine,KeishaBottoms,TimKeaneATL,AtlantaRegional,ATLPlanning,atlantabike,ryangravel,SaportaReport,BarackObama,downtownatlanta,KasimReed,ATLResilience,MidtownATL,mariasaporta,ThreadATL,InvestAtlanta,atlurbanist,AtlBizChron,piedmontpark,CurbedAtlanta"
524,6.26,0.1161,0.0543,0.25,722.19,6.58,418.5,6.04,655.15,6.48,248,5.51,1873.06,7.54,507.5,6.23,58,0.50,2.52,0.58,0.96,0.32,92,society,business,nonprofit,"nonprofit,communiti,homeless,organ,youth,help,non-profit,volunt,children,empow,program,provid,social,famili,fundrais","nonprofitorgs,unitedwayatl,ajc,CityofAtlanta,ACFB,gatesfoundation,Philanthropy,CandidDotOrg,CandidSouth,HandsOnAtlanta,KasimReed,AtlantaMagazine,BarackObama,BlankFoundation,AtlantaBeltLine,CARE,NonProfitTimes,dosomething,cl_atlanta,CaseFoundation,BillGates,npquarterly,wsbtv,ATLINtownPaper,Oprah"
385,5.95,0.1188,0.0582,0.59,634.53,6.45,440,6.09,904.95,6.81,271,5.60,2228.55,7.71,418,6.04,47,0.39,2.40,0.21,0.97,0.33,93,society,politics,georgia,"georgia,polit,polici,affair,govern,public,journal-constitut,state,report,ga,@ajc,law,attorney,uga,associ","ajc,politicalinsidr,AJCGaPolitics,bluestein,GovernorDeal,GaHouseHub,GASenatePress,CaseyCagle,wsbtv,GAassemblytweet,BrianKempGA,GAChamber,GaRepublicans,Georgia_AG,CharlieBHarper,georgiagov,toddmr,kbwingfield,gapundit,SenatorIsakson,peachpundit,NathanDeal,CityofAtlanta,samolens,KasimReed"
376,5.93,0.1187,0.0547,0.46,1014.56,6.92,587,6.38,1242.98,7.13,292,5.68,5392.17,8.59,1043,6.95,94,0.46,2.26,0.23,0.99,0.32,94,society,politics,state,"georgia,democrat,polit,state,legisl,progress,district,advoc,justic,opinion,polici,senat,law,activist,former","staceyabrams,GeorgiaDemocrat,BarackObama,elenaparent,bluestein,GAHouseDems,ajc,GASenateDems,NikemaWilliams,repjohnlewis,RepScottHolcomb,redclaydems,BeeForGeorgia,georgiayds,senatorjen,SenNanOrrock,politicalinsidr,CityofAtlanta,HillaryClinton,AJCGaPolitics,Cannonfor58,ossoff,fairfightaction,SamforGeorgia,KamalaHarris"
296,5.69,0.1316,0.0633,0.58,383.54,5.95,273,5.61,288.06,5.66,88.5,4.48,3093.46,8.04,722.5,6.58,76,0.47,1.66,0.02,0.89,0.28,95,society,politics,Politicians,"cat,polit,emori,dog,born,interest,opinion,@wellstarhealth,phd,research,mama,disney,tweet,@georgiatechea,hiker","jonfavs,jonlovett,TVietor08,danpfeiffer,BarackObama,PodSaveAmerica,crookedmedia,AOC,JoeBiden,KamalaHarris,ewarren,staceyabrams,SenWarren,HillaryClinton,ajc,nytimes,MichelleObama,SenSanders,StephenAtHome,BernieSanders,jaketapper,maddow,NateSilver538,repjohnlewis,POTUS44"
246,5.51,0.1385,0.0786,0.28,379.92,5.94,250,5.52,712.97,6.57,180,5.19,5372.39,8.59,1491,7.31,113,0.77,1.44,0.02,0.88,0.29,96,entertainment,lifestyle,dog,"dog,mom,actor,writer,mfa,coffe,biling,wife,belong,cinemat,peopl,potti,tweet,black,__","Lin_Manuel,HamiltonMusical,BarackObama,DaveedDiggs,leslieodomjr,dog_rates,dog_feelings,ReneeGoldsberry,Phillipasoo,chrissyteigen,ChrisisSingin,ARamosofficial,MichelleObama,AOC,ajc,TheEllenShow,JasCephasJones,JoeBiden,OakSmash,AnnaKendrick47,jimmyfallon,StephenAtHome,VancityReynolds,KamalaHarris,ActuallyNPH"
232,5.45,0.1457,0.1241,0.83,633.90,6.45,390,5.97,18615.06,9.83,55.5,4.02,5380.97,8.59,256,5.55,31,0.18,1.69,0.19,0.89,0.28,97,sports,Basketball,nba,"basketbal,@nodunksinc,@theathleticnba,nba,hoop,sport,bball,sportstalk,podcast,follow,shaq,desd,turner,youtub,#nbatwitt","warriors,spurs,HoustonRockets,okcthunder,cavs,LAClippers,ATLHawks,KingJames,Lakers,MiamiHEAT,PelicansNBA,NBA,BrooklynNets,celtics,memgrizz,chicagobulls,Bucks,WashWizards,KDTrey5,StephenCurry30,sixers,hornets,nyknicks,Pacers,SportsCenter"
338,5.82,0.1242,0.0693,0.81,807.92,6.69,545,6.30,762.71,6.64,142.5,4.96,6058.16,8.71,2148,7.67,123,0.25,1.58,0.07,0.94,0.27,98,society,politics,socialist,"socialist,progress,berni,@metroatldsa,democrat,polit,#m4a,#bernie2020,#notmeus,#blm,#medicareforal,#blacklivesmatt,queer,medicar,abolish","AOC,briebriejoy,ninaturner,BernieSanders,SenSanders,IlhanMN,krystalball,RashidaTlaib,DemSocialists,KyleKulinski,BenjaminPDixon,justicedems,AnaKasparian,davidsirota,MetroATLDSA,ggreenwald,theintercept,cenkuygur,CornelWest,GravelInstitute,CoriBush,ryangrim,People4Bernie,jacobinmag,kenklippenstein"
390,5.97,0.1269,0.0622,0.54,323.00,5.78,257,5.55,1251.84,7.13,218.5,5.39,11204.16,9.32,3039.5,8.02,135,0.59,1.27,0.04,0.94,0.28,99,entertainment,news,Pop culture & news: Black progresive,"alumna,black,#blacklivesmatt,phd,acab,queer,matter,hayley,gsu,_vegan,chees,telegram,ich,emori,criminolog","WhereProtest,BarackObama,AOC,GAFollowers,KeishaBottoms,ajc,staceyabrams,BernieSanders,chrissyteigen,MichelleObama,CityofAtlanta,LilNasX,theestallion,POTUS44,rihanna,iamcardib,nytimes,wsbtv,NPR,SenSanders,ewarren,repjohnlewis,chancetherapper,dog_rates,StephenAtHome"
902,6.80,0.1050,0.0454,0.50,294.10,5.68,132,4.88,627.32,6.44,39.5,3.68,2804.78,7.94,134.5,4.90,25,0.43,2.02,0.13,0.79,0.28,100,society,education,journalist,"news,journalist,law,secur,american,sale,en,specialist,cnn,world,spend,instructor,litig,ingeniero,editor","ajc,BarackObama,cnnbrk,CNN,nytimes,AP,washingtonpost,BBCBreaking,wsbtv,WhiteHouse,BBCWorld,ABC,POTUS,WSJ,realDonaldTrump,Reuters,TIME,HillaryClinton,ObamaWhiteHouse,NBCNews,CBSNews,POTUS44,NPR,TheEllenShow,HuffPost"
385,5.95,0.1243,0.0622,0.81,418.23,6.04,214,5.37,592.62,6.38,66,4.19,2849.14,7.95,444,6.10,50,0.23,1.64,0.05,0.86,0.28,101,society,education,space,"space,engin,data,student,aerospac,scienc,architect,tweet,1x,sci-fi,thing,hadoop,#tesla,enthusiast,mongodb","SpaceX,elonmusk,NASA,Tesla,BarackObama,Space_Station,BillGates,neiltyson,ajc,NASAJPL,NASAHubble,MarsCuriosity,NASAKennedy,realDonaldTrump,NASA_Johnson,nytimes,BillNye,StationCDRKelly,CityofAtlanta,NatGeo,AOC,wsbtv,CNN,POTUS,BBCBreaking"
402,6.00,0.1187,0.0645,0.72,598.20,6.39,426,6.05,1751.37,7.47,159.5,5.07,7714.63,8.95,2307,7.74,125,0.28,1.87,0.08,0.89,0.29,102,entertainment,arts,comic,"geek,comic,writer,nerd,dragon,occasion,game,gamer,con,war,stuff,design,fantasi,most,convent","wilw,NathanFillion,SirPatStew,HamillHimself,feliciaday,ActuallyNPH,BarackObama,pattonoswalt,neilhimself,GeorgeTakei,StephenAtHome,levarburton,DragonCon,donttrythis,neiltyson,ConanOBrien,RobertDowneyJr,simonpegg,IanMcKellen,AOC,ChrisEvans,starwars,NASA,AlanTudyk,SteveMartinToGo"
243,5.49,0.1229,0.1050,0.69,576.81,6.36,428,6.06,642.28,6.47,135,4.91,4315.91,8.37,1572,7.36,116,0.32,1.69,0.04,0.90,0.29,103,entertainment,arts,Comedy,"comedi,comedian,writer,comic,cat,host,movi,podcast,cherith,e-bay,stand-up,godaddi,tortilla,chees,funni","pattonoswalt,kumailn,PFTompkins,mulaney,StephenAtHome,ConanOBrien,SarahKSilverman,BarackObama,chelseaperetti,nickkroll,meganamram,robdelaney,marcmaron,birbigs,hannibalburess,JimGaffigan,TheOnion,kristenschaaled,AndyRichter,michaelianblack,SteveMartinToGo,AOC,azizansari,mradamscott,peteholmes"
208,5.34,0.1283,0.0591,0.57,317.35,5.76,225.5,5.42,289.63,5.67,51,3.93,2688.29,7.90,454.5,6.12,51,0.45,1.68,0.02,0.84,0.27,104,society,social justice,Biden,"leesadi,enforc,recoveri,data,lover,enthusiast,#justiceforbreonnataylor,black,learn,polit,forens,#blacklivesmatt,queer,feminist,flag","AOC,IlhanMN,RashidaTlaib,AyannaPressley,Ilhan,BarackObama,RepPressley,RepRashida,KamalaHarris,BernieSanders,SenSanders,ewarren,staceyabrams,SenWarren,JoeBiden,MichelleObama,SpeakerPelosi,RepMaxineWaters,HillaryClinton,nytimes,ajc,SenKamalaHarris,CNN,repjohnlewis,KeishaBottoms"
792,6.67,0.1055,0.0485,0.73,550.82,6.31,313,5.75,462.61,6.14,110,4.70,2689.08,7.90,381.5,5.94,41,0.25,2.26,0.29,0.89,0.29,105,society,business,Finance,"financi,busi,invest,financ,trader,compani,investor,capit,servic,solut,wealth,advisor,manag,profession,econom","Forbes,WSJ,ajc,business,CNBC,MarketWatch,TheEconomist,nytimes,businessinsider,FortuneMagazine,ReutersBiz,FinancialTimes,FT,Inc,CNN,cnnbrk,BarackObama,WSJbusiness,jimcramer,realDonaldTrump,BillGates,BW,Entrepreneur,HarvardBiz,Reuters"
276,5.62,0.1163,0.0687,0.70,716.11,6.57,461.5,6.13,762.84,6.64,243,5.49,2132.97,7.67,878.5,6.78,84,0.24,2.37,0.40,0.90,0.30,106,society,business,Technology,"solut,technolog,cloud,softwar,mobil,custom,lead,provid,market,tech,sale,analyt,data,digit,applic","TechCrunch,WIRED,ajc,Gizmodo,ForbesTech,engadget,CNET,mashable,Gartner_inc,Forbes,WSJ,forrester,verge,BillGates,HarvardBiz,FastCompany,Google,lifehacker,CNETNews,nytimes,salesforce,hootsuite,HuffPostTech,CIOonline,Microsoft"
1273,7.15,0.0851,0.0419,0.71,818.54,6.71,493,6.20,1263.78,7.14,321,5.77,3086.87,8.03,709,6.56,74,0.26,2.21,0.31,0.98,0.31,107,society,business,startup,"startup,tech,founder,entrepreneur,co-found,technolog,innov,build,ventur,market,ceo,develop,softwar,product,investor","ATLTechVillage,hypepotamus,VentureAtlanta,atdc,StartupAtlanta,davidcummings,ATLTechEdge,ajc,InvestAtlanta,TechCrunch,TechSquare,TAGthink,Angel_Atlanta,atlchamber,AtlBizChron,switchyards,pauljudge,elonmusk,ATLTechBlogs,BarackObama,CityofAtlanta,tavani,jen_bonnett,davempayne,FlashpointGT"
212,5.36,0.1340,0.0640,0.58,994.49,6.90,497.5,6.21,7008.33,8.85,200,5.30,5343.96,8.58,840,6.73,82,0.46,2.25,0.07,0.88,0.30,108,society,politics,Republican1,"cnn,endors,@cnn,produc,journalist,retweet,editor,news,anchor,senior,hln,espaol,rt,en,alum","CNN,andersoncooper,wolfblitzer,BarackObama,cnnbrk,donlemon,jaketapper,Acosta,ChrisCuomo,AC360,DanaBashCNN,nytimes,BrookeBCNN,JohnKingCNN,HillaryClinton,brianstelter,drsanjaygupta,CNNPolitics,ajc,washingtonpost,AP,JoeBiden,soledadobrien,cnni,brikeilarcnn"
1883,7.54,0.0944,0.0497,0.52,927.92,6.83,366,5.90,1129.79,7.03,97,4.57,6672.11,8.81,1224,7.11,101,0.48,2.26,0.06,0.85,0.29,109,society,politics,Republican2,"#resist,polit,trump,liber,democrat,resist,vote,justic,#bidenharris2020,#fbr,#blm,retir,#theresist,wife,lover","BarackObama,JoeBiden,KamalaHarris,maddow,ProjectLincoln,HillaryClinton,SpeakerPelosi,gtconway3d,AOC,JoyAnnReid,MichelleObama,RepAdamSchiff,ewarren,SteveSchmidtSES,TheRickWilson,staceyabrams,SenWarren,PreetBharara,chrislhayes,jaketapper,nytimes,sarahcpr,SenKamalaHarris,Yamiche,Acosta"
464,6.14,0.1168,0.0775,0.91,474.01,6.16,284.5,5.65,798.70,6.68,79,4.37,4773.66,8.47,731.5,6.60,78,0.09,1.98,0.09,0.95,0.30,110,sports,Football,Atlanta Sports: 929 The Game,"sport,falcon,fan,atlanta,@929thegam,hawk,father,radio,#riseup,brave,unit,i'm,produc,husband,footbal","putemupcdukes,929TheGame,DukesandBell929,MikeBellATL,MikeConti929,Bighugh53,AtlantaFalcons,JohnFricke,JohnMichaelsU,MiddayShow929,wendyradio,TBM929,randymac81,squidbilly929,ATLHawks,BarackObama,Braves,ajc,archerqb16,SportsCenter,M_Ryan02,AdamSchefter,ATLUTD,NFL,espn"
350,5.86,0.1404,0.0934,0.95,384.11,5.95,313.5,5.75,620.81,6.43,201.5,5.31,4355.24,8.38,1805,7.50,119,0.07,1.51,0.01,0.89,0.28,111,sports,Football,University,"alum,sport,brave,miss,fan,footbal,lacross,univers,gambler,ole,crimson,alabama,@whsboyslax,awl,like","BarstoolBigCat,PFTCommenter,barstoolsports,stoolpresidente,PardonMyTake,SportsCenter,realDonaldTrump,PatMcAfeeShow,AdamSchefter,Braves,espn,hen_ease,AtlantaFalcons,BleacherReport,ATLHawks,notthefakeSVP,GAFollowers,ATLUTD,KFCBarstool,wojespn,elonmusk,KingJames,ajc,BSSportsbook,_rone"
867,6.77,0.1048,0.0591,0.81,630.51,6.45,437,6.08,2012.73,7.61,151,5.02,6728.25,8.81,1597,7.38,117,0.21,1.84,0.08,0.92,0.31,112,sports,Miscellaneous,Baseball,"brave,basebal,sport,fan,#chopon,#brave,falcon,@brave,husband,atlanta,mlb,tweet,hawk,former,#forthea","Braves,RealCJ10,MLB,FreddieFreeman5,mlbbowman,Ken_Rosenthal,DOBrienATL,Buster_ESPN,FOXSportsBraves,LieutenantDans7,ajc,KevinMcAlpin,ronaldacunajr24,MLBNetwork,Tom_Glavine,KelsWingert,ozzie,AtlantaFalcons,mlbtraderumors,SportsCenter,espn,DaleMurphy3,680TheFan,PeterMoylan,JeffFrancoeur"
235,5.46,0.1402,0.1227,0.55,274.49,5.61,138,4.93,315.79,5.76,51,3.93,3377.41,8.12,235,5.46,30,0.39,1.66,0.12,0.88,0.29,113,sports,Football,UGA Football1,"uga,dawg,periodont,netapp,#ugafootbal,conserv,prolli,buy,nu,administr,stunt,alpharetta,go,like,varsiti","GeorgiaFootball,UGAAthletics,ajc,AtlantaFalcons,wsbtv,GAFollowers,Braves,KirbySmartUGA,ATLHawks,FOX5Atlanta,BarackObama,realDonaldTrump,ATLUTD,11AliveNews,SportsCenter,TheEllenShow,TG3II,UGAfootballLive,MarkRicht,espn,KingJames,universityofga,cnnbrk,CityofAtlanta,jimmyfallon"
306,5.72,0.1198,0.0743,0.83,540.26,6.29,352,5.86,2091.61,7.65,143,4.96,5163.41,8.55,1250.5,7.13,103,0.18,1.92,0.06,0.94,0.30,114,sports,Football,UGA Football2,"uga,dawg,footbal,#godawg,fan,go,georgia,sport,colleg,alum,bulldog,#committotheg,father,grad,husband","KirbySmartUGA,GeorgiaFootball,Flyguy2stackz,UGAAthletics,NickChubb21,FrommJake,TG3II,skinnyqb10,UGAfootballLive,aaronmurray11,RadiNabulsi,MarkRicht,MecoleHardman4,RoquanSmith1,ctowersajc,DawgNation,SethWEmerson,davidpollack47,Braves,Dawgs247,KirkHerbstreit,AtlantaFalcons,realDonaldTrump,Truthh4,CollegeGameDay"
264,5.58,0.1200,0.0842,0.88,462.66,6.14,295.5,5.69,346.62,5.85,72,4.28,2195.57,7.69,357.5,5.88,36,0.10,2.18,0.16,0.92,0.31,115,sports,Football,Atlanta Sports (football) talk shows,"sport,fan,brave,father,dad,husband,falcon,control,casino,pest,uga,enthusiast,@hometeambleak,win,step","RealMattlanta,kingcfb,680TheFan,BFinn86,chrisdimino,sportsandra,FrontOfficeLos,steakshapiro,JohnKincade,buckbelue8,MattandChuck,Braves,CelliniNick,brianhoyt24,AtlantaFalcons,ajc,nickandchris680,HometeamBleak,buckandkincade,680thefrontrow,RealCJ10,ATLHawks,espn,wsbtv,M_Ryan02"
1773,7.48,0.0749,0.0458,0.58,6358.29,8.76,1871,7.53,10566.56,9.27,1728,7.45,18494.21,9.83,5260,8.57,140,0.38,2.22,0.23,0.98,0.33,116,society,business,entrepreneur,"market,author,help,speaker,busi,media,entrepreneur,expert,social,brand,coach,writer,digit,#market,consult","LeadToday,LollyDaskal,SiriouslySusan,BarackObama,ajc,benlandis,MurrayNewlands,AskAaronLee,CynthiaLIVE,LarryWentz,2morrowknight,WarrenWhitlock,kimgarst,colortheory,rogerhamilton,MySOdotCom,DrJeffersnBoggs,shwood,CollChris,StartupPro,alispagnola,AxelKoster,JETAR9,BruceVH,zaibatsu"
429,6.06,0.1261,0.0800,0.50,333.88,5.81,140,4.94,1480.51,7.30,47,3.85,3814.97,8.25,128,4.85,24,0.39,2.25,0.35,0.89,0.30,117,atlanta,Traffic,metro,"atlanta,report,servic,accid,provid,traffic,metro,de,radio,news,injuri,@cbs46,area,wsb,consul","ajc,wsbtv,FOX5Atlanta,11AliveNews,CityofAtlanta,cbs46,11Alive,GoodDayAtlanta,AtlantaMagazine,cl_atlanta,ATL_Events,BarackObama,Atlanta_Police,DiscoverAtlanta,cnnbrk,wsbradio,MidtownATL,AtlantaBeltLine,ATLINtownPaper,CNN,KasimReed,GAFollowers,AtlantaFalcons,AtlBizChron,nytimes"
682,6.53,0.1051,0.0480,0.52,694.23,6.54,400.5,5.99,2540.51,7.84,187,5.23,5914.50,8.69,631.5,6.45,70,0.44,2.17,0.22,0.95,0.33,118,society,politics,report,"news,@wsbtv,report,wsb-tv,fox,@fox5atlanta,anchor,investig,atlanta,emmi,photojournalist,produc,@gooddayatlanta,endors,journalist","ajc,wsbtv,FOX5Atlanta,CityofAtlanta,11AliveNews,FBlankenshipWSB,JovitaMoore,BradNitzWSB,KarenMintonWSB,GlennBurnsWSB,LindaWSB,GoodDayAtlanta,cbs46,JustinFarmerWSB,JoanneFOX5,MarkArum,CNN,BarackObama,cnnbrk,KatieBFOX5,carolsbargeWSB,Fox5Kaitlyn,cl_atlanta,MonicaWSB,wsbradio"
510,6.23,0.1044,0.0544,0.39,605.59,6.41,401.5,6.00,2079.40,7.64,243,5.49,2800.19,7.94,576.5,6.36,64,0.42,2.27,0.45,0.98,0.33,119,entertainment,arts,Atlanta fine/performing arts,"art,artist,theatr,atlanta,galleri,perform,contemporari,museum,curat,creativ,communiti,cultur,danc,visual,space","HighMuseumofArt,cl_atlanta,artsatlorg,ajc,TheWoodruff,WonderRoot,AtlantaMagazine,cl_atlantaarts,GoatFarmArtsCtr,ATL_Events,AtlantaBeltLine,BurnawayGA,atlcontemporary,ATLINtownPaper,CityofAtlanta,MOCAGA,AtlArtsNews,TheFoxTheatre,FluxProjects,mintatl,alliancetheatre,AtlantaPlanIt,piedmontpark,eyedrum,MidtownATL"
425,6.05,0.1419,0.1241,0.20,463.26,6.14,296,5.69,779.96,6.66,215,5.37,10529.88,9.26,2802,7.94,131,0.81,0.68,0.01,0.84,0.28,120,entertainment,lifestyle,tpwk,"harri,shirlenea,rhea,tpwk,kind,1d,love,stan,@harry_styl,#taehyung,______'__,katie_sartorui,niall,5sos,wanna","Luke5SOS,Calum5SOS,Ashton5SOS,Michael5SOS,5SOS,Harry_Styles,NiallOfficial,Louis_Tomlinson,onedirection,LiamPayne,zaynmalik,ArianaGrande,justinbieber,ShawnMendes,edsheeran,BarackObama,rihanna,ddlovato,taylorswift13,halsey,Zendaya,troyesivan,GAFollowers,colesprouse,MileyCyrus"
657,6.49,0.1170,0.0720,0.53,734.28,6.60,369,5.91,597.78,6.39,120,4.79,6363.14,8.76,725,6.59,77,0.47,1.70,0.10,0.93,0.30,121,entertainment,lifestyle,honeysoforeign,"love,i'm,lover,promot,kohanim,arial,honeysoforeign,thmh,gho,byy-polr,eazymontana,beauti,hair,music,friend","ajc,GAFollowers,AtlantaFalcons,BarackObama,wsbtv,CityofAtlanta,cl_atlanta,ATL_Events,ATLHawks,AtlantaMagazine,rihanna,Drake,TheEllenShow,KevinHart4real,KasimReed,KingJames,jimmyfallon,Oprah,kanyewest,kendricklamar,CNN,johnlegend,Diddy,cnnbrk,JColeNC"
2435,7.80,0.0812,0.0619,0.41,600.74,6.40,341,5.83,931.26,6.84,192,5.26,2219.05,7.70,397,5.98,45,0.43,2.36,0.55,0.96,0.33,122,atlanta,Things To Do in Atlanta,Food,"atlanta,food,restaur,event,local,buckhead,locat,chef,dine,bar,best,fresh,wine,servic,serv","ajc,AtlantaMagazine,ATL_Events,cl_atlanta,ATLINtownPaper,DiscoverAtlanta,tasteofatlanta,cl_atlantafood,MidtownATL,WhatNowAtlanta,atlantasocial,EaterAtlanta,piedmontpark,CityofAtlanta,yelpatlanta,ATLDiningNews,AtlantaBeltLine,AtlanticStation,DishAroundTown,TheFoxTheatre,MalikaBowling,ATLStreetFood,ATLCheap,handpickedatl,wsbtv"
